id,firstname,surname,born,died,bornCountry,bornCountryCode,gender,prize_years,prize_categories,prize_motivation,ISO-ALPHA-3,latitude,longitude,officialCountryName
756,John B.,Fenn,1917,2010,USA,US,male,2002,chemistry,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",USA,39.83,-98.58,United States of America
757,Koichi,Tanaka,1959,0,Japan,JP,male,2002,chemistry,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",JPN,35.0,136.0,Japan
758,Kurt,Wüthrich,1938,0,Switzerland,CH,male,2002,chemistry,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",CHE,46.8,8.23,Switzerland
759,Daniel,Kahneman,1934,2024,British Mandate of Palestine (now Israel),IL,male,2002,economics,"""for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty""",ISR,31.0,35.0,Israel
760,Vernon L.,Smith,1927,0,USA,US,male,2002,economics,"""for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms""",USA,39.83,-98.58,United States of America
761,Imre,Kertész,1929,2016,Hungary,HU,male,2002,literature,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",HUN,47.0,19.0,Hungary
762,Jimmy,Carter,1924,0,USA,US,male,2002,peace,"""for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development""",USA,39.83,-98.58,United States of America
763,J. M.,Coetzee,1940,0,South Africa,ZA,male,2003,literature,"""who in innumerable guises portrays the surprising involvement of the outsider""",ZAF,-29.0,24.0,South Africa
764,Paul C.,Lauterbur,1929,2007,USA,US,male,2003,medicine,"""for their discoveries concerning magnetic resonance imaging""",USA,39.83,-98.58,United States of America
765,Sir Peter,Mansfield,1933,2017,United Kingdom,GB,male,2003,medicine,"""for their discoveries concerning magnetic resonance imaging""",GBR,54.6,-2.0,United Kingdom
766,Alexei,Abrikosov,1928,2017,USSR (now Russia),RU,male,2003,physics,"""for pioneering contributions to the theory of superconductors and superfluids""",RUS,66.42,94.25,Russia
767,Vitaly L.,Ginzburg,1916,2009,Russia,RU,male,2003,physics,"""for pioneering contributions to the theory of superconductors and superfluids""",RUS,66.42,94.25,Russia
768,Anthony J.,Leggett,1938,0,United Kingdom,GB,male,2003,physics,"""for pioneering contributions to the theory of superconductors and superfluids""",GBR,54.6,-2.0,United Kingdom
769,Peter,Agre,1949,0,USA,US,male,2003,chemistry,"""for the discovery of water channels""",USA,39.83,-98.58,United States of America
770,Roderick,MacKinnon,1956,0,USA,US,male,2003,chemistry,"""for structural and mechanistic studies of ion channels""",USA,39.83,-98.58,United States of America
771,Robert F.,Engle III,1942,0,USA,US,male,2003,economics,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",USA,39.83,-98.58,United States of America
772,Clive W.J.,Granger,1934,2009,United Kingdom,GB,male,2003,economics,"""for methods of analyzing economic time series with common trends (cointegration)""",GBR,54.6,-2.0,United Kingdom
773,Shirin,Ebadi,1947,0,Iran,IR,female,2003,peace,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",IRN,32.0,53.0,Iran
774,Richard,Axel,1946,0,USA,US,male,2004,medicine,"""for their discoveries of odorant receptors and the organization of the olfactory system""",USA,39.83,-98.58,United States of America
775,Linda B.,Buck,1947,0,USA,US,female,2004,medicine,"""for their discoveries of odorant receptors and the organization of the olfactory system""",USA,39.83,-98.58,United States of America
776,David J.,Gross,1941,0,USA,US,male,2004,physics,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",USA,39.83,-98.58,United States of America
777,H. David,Politzer,1949,0,USA,US,male,2004,physics,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",USA,39.83,-98.58,United States of America
778,Frank,Wilczek,1951,0,USA,US,male,2004,physics,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",USA,39.83,-98.58,United States of America
779,Aaron,Ciechanover,1947,0,British Protectorate of Palestine (now Israel),IL,male,2004,chemistry,"""for the discovery of ubiquitin-mediated protein degradation""",ISR,31.0,35.0,Israel
780,Avram,Hershko,1937,0,Hungary,HU,male,2004,chemistry,"""for the discovery of ubiquitin-mediated protein degradation""",HUN,47.0,19.0,Hungary
781,Irwin,Rose,1926,2015,USA,US,male,2004,chemistry,"""for the discovery of ubiquitin-mediated protein degradation""",USA,39.83,-98.58,United States of America
782,Elfriede,Jelinek,1946,0,Austria,AT,female,2004,literature,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",AUT,48.0,14.0,Austria
783,Wangari,Maathai,1940,2011,Kenya,KE,female,2004,peace,"""for her contribution to sustainable development, democracy and peace""",KEN,0.1,38.0,Kenya
786,Finn E.,Kydland,1943,0,Norway,NO,male,2004,economics,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",NOR,65.0,11.0,Norway
787,Edward C.,Prescott,1940,2022,USA,US,male,2004,economics,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",USA,39.83,-98.58,United States of America
789,Barry J.,Marshall,1951,0,Australia,AU,male,2005,medicine,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",AUS,-28.0,137.0,Australia
790,J. Robin,Warren,1937,2024,Australia,AU,male,2005,medicine,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",AUS,-28.0,137.0,Australia
791,Roy J.,Glauber,1925,2018,USA,US,male,2005,physics,"""for his contribution to the quantum theory of optical coherence""",USA,39.83,-98.58,United States of America
792,John L.,Hall,1934,0,USA,US,male,2005,physics,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",USA,39.83,-98.58,United States of America
793,Theodor W.,Hänsch,1941,0,Germany,DE,male,2005,physics,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",DDR,52.05,12.39,German Democratic Republic
794,Yves,Chauvin,1930,2015,Belgium,BE,male,2005,chemistry,"""for the development of the metathesis method in organic synthesis""",BEL,50.64,4.67,Belgium
795,Robert H.,Grubbs,1942,2021,USA,US,male,2005,chemistry,"""for the development of the metathesis method in organic synthesis""",USA,39.83,-98.58,United States of America
796,Richard R.,Schrock,1945,0,USA,US,male,2005,chemistry,"""for the development of the metathesis method in organic synthesis""",USA,39.83,-98.58,United States of America
798,Mohamed,ElBaradei,1942,0,Egypt,EG,male,2005,peace,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",EGY,27.0,29.0,Egypt
799,Robert J.,Aumann,1930,0,Germany,DE,male,2005,economics,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",DDR,52.05,12.39,German Democratic Republic
800,Thomas C.,Schelling,1921,2016,USA,US,male,2005,economics,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",USA,39.83,-98.58,United States of America
801,Harold,Pinter,1930,2008,United Kingdom,GB,male,2005,literature,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",GBR,54.6,-2.0,United Kingdom
802,Andrew Z.,Fire,1959,0,USA,US,male,2006,medicine,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",USA,39.83,-98.58,United States of America
803,Craig C.,Mello,1960,0,USA,US,male,2006,medicine,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",USA,39.83,-98.58,United States of America
804,John C.,Mather,1946,0,USA,US,male,2006,physics,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",USA,39.83,-98.58,United States of America
805,George F.,Smoot,1945,0,USA,US,male,2006,physics,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",USA,39.83,-98.58,United States of America
806,Roger D.,Kornberg,1947,0,USA,US,male,2006,chemistry,"""for his studies of the molecular basis of eukaryotic transcription""",USA,39.83,-98.58,United States of America
807,Edmund S.,Phelps,1933,0,USA,US,male,2006,economics,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",USA,39.83,-98.58,United States of America
808,Orhan,Pamuk,1952,0,Turkey,TR,male,2006,literature,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",TUR,39.0,36.0,Turkey
809,Muhammad,Yunus,1940,0,British India (now Bangladesh),BD,male,2006,peace,"""for their efforts to create economic and social development from below""",BGD,24.02,89.87,Bangladesh
811,Mario R.,Capecchi,1937,0,Italy,IT,male,2007,medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",ITA,42.5,12.5,Italy
812,Sir Martin J.,Evans,1941,0,United Kingdom,GB,male,2007,medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",GBR,54.6,-2.0,United Kingdom
813,Oliver,Smithies,1925,2017,United Kingdom,GB,male,2007,medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",GBR,54.6,-2.0,United Kingdom
814,Albert,Fert,1938,0,France,FR,male,2007,physics,"""for the discovery of Giant Magnetoresistance""",FRA,47.0,2.0,France
815,Peter,Grünberg,1939,2018,Czechoslovakia (now Czech Republic),CZ,male,2007,physics,"""for the discovery of Giant Magnetoresistance""",CZE,49.5,16.0,Czech Republic
816,Gerhard,Ertl,1936,0,Germany,DE,male,2007,chemistry,"""for his studies of chemical processes on solid surfaces""",DDR,52.05,12.39,German Democratic Republic
817,Doris,Lessing,1919,2013,Persia (now Iran),IR,female,2007,literature,"""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""",IRN,32.0,53.0,Iran
819,Al,Gore,1948,0,USA,US,male,2007,peace,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",USA,39.83,-98.58,United States of America
820,Leonid,Hurwicz,1917,2008,Russia,RU,male,2007,economics,"""for having laid the foundations of mechanism design theory""",RUS,66.42,94.25,Russia
821,Eric S.,Maskin,1950,0,USA,US,male,2007,economics,"""for having laid the foundations of mechanism design theory""",USA,39.83,-98.58,United States of America
822,Roger B.,Myerson,1951,0,USA,US,male,2007,economics,"""for having laid the foundations of mechanism design theory""",USA,39.83,-98.58,United States of America
823,Harald,zur Hausen,1936,2023,Germany,DE,male,2008,medicine,"""for his discovery of human papilloma viruses causing cervical cancer""",DDR,52.05,12.39,German Democratic Republic
824,Françoise,Barré-Sinoussi,1947,0,France,FR,female,2008,medicine,"""for their discovery of human immunodeficiency virus""",FRA,47.0,2.0,France
825,Luc,Montagnier,1932,2022,France,FR,male,2008,medicine,"""for their discovery of human immunodeficiency virus""",FRA,47.0,2.0,France
826,Yoichiro,Nambu,1921,2015,Japan,JP,male,2008,physics,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",JPN,35.0,136.0,Japan
827,Makoto,Kobayashi,1944,0,Japan,JP,male,2008,physics,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",JPN,35.0,136.0,Japan
828,Toshihide,Maskawa,1940,2021,Japan,JP,male,2008,physics,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",JPN,35.0,136.0,Japan
829,Osamu,Shimomura,1928,2018,Japan,JP,male,2008,chemistry,"""for the discovery and development of the green fluorescent protein, GFP""",JPN,35.0,136.0,Japan
830,Martin,Chalfie,1947,0,USA,US,male,2008,chemistry,"""for the discovery and development of the green fluorescent protein, GFP""",USA,39.83,-98.58,United States of America
831,Roger Y.,Tsien,1952,2016,USA,US,male,2008,chemistry,"""for the discovery and development of the green fluorescent protein, GFP""",USA,39.83,-98.58,United States of America
832,Jean-Marie Gustave,Le Clézio,1940,0,France,FR,male,2008,literature,"""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization""",FRA,47.0,2.0,France
833,Martti,Ahtisaari,1937,2023,Finland,FI,male,2008,peace,"""for his important efforts, on several continents and over more than three decades, to resolve international conflicts""",FIN,65.0,27.0,Finland
834,Paul,Krugman,1953,0,USA,US,male,2008,economics,"""for his analysis of trade patterns and location of economic activity""",USA,39.83,-98.58,United States of America
835,Elizabeth H.,Blackburn,1948,0,Australia,AU,female,2009,medicine,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",AUS,-28.0,137.0,Australia
836,Carol W.,Greider,1961,0,USA,US,female,2009,medicine,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",USA,39.83,-98.58,United States of America
837,Jack W.,Szostak,1952,0,United Kingdom,GB,male,2009,medicine,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",GBR,54.6,-2.0,United Kingdom
838,Charles K.,Kao,1933,2018,China,CN,male,2009,physics,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",CHN,35.84,103.45,People's Republic of China
839,Willard S.,Boyle,1924,2011,Canada,CA,male,2009,physics,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",CAN,56.0,-109.0,Canada
840,George E.,Smith,1930,0,USA,US,male,2009,physics,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",USA,39.83,-98.58,United States of America
841,Venkatraman,Ramakrishnan,1952,0,India,IN,male,2009,chemistry,"""for studies of the structure and function of the ribosome""",IND,22.8,83.0,India
842,Thomas A.,Steitz,1940,2018,USA,US,male,2009,chemistry,"""for studies of the structure and function of the ribosome""",USA,39.83,-98.58,United States of America
843,Ada E.,Yonath,1939,0,British Mandate of Palestine (now Israel),IL,female,2009,chemistry,"""for studies of the structure and function of the ribosome""",ISR,31.0,35.0,Israel
844,Herta,Müller,1953,0,Romania,RO,female,2009,literature,"""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed""",ROU,46.0,25.0,Romania
845,Barack,Obama,1961,0,USA,US,male,2009,peace,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",USA,39.83,-98.58,United States of America
846,Elinor,Ostrom,1933,2012,USA,US,female,2009,economics,"""for her analysis of economic governance, especially the commons""",USA,39.83,-98.58,United States of America
847,Oliver E.,Williamson,1932,0,USA,US,male,2009,economics,"""for his analysis of economic governance, especially the boundaries of the firm""",USA,39.83,-98.58,United States of America
848,Robert G.,Edwards,1925,2013,United Kingdom,GB,male,2010,medicine,"""for the development of in vitro fertilization""",GBR,54.6,-2.0,United Kingdom
849,Andre,Geim,1958,0,Russia,RU,male,2010,physics,"""for groundbreaking experiments regarding the two-dimensional material graphene""",RUS,66.42,94.25,Russia
850,Konstantin,Novoselov,1974,0,Russia,RU,male,2010,physics,"""for groundbreaking experiments regarding the two-dimensional material graphene""",RUS,66.42,94.25,Russia
851,Richard F.,Heck,1931,2015,USA,US,male,2010,chemistry,"""for palladium-catalyzed cross couplings in organic synthesis""",USA,39.83,-98.58,United States of America
852,Ei-ichi,Negishi,1935,2021,China,CN,male,2010,chemistry,"""for palladium-catalyzed cross couplings in organic synthesis""",CHN,35.84,103.45,People's Republic of China
853,Akira,Suzuki,1930,0,Japan,JP,male,2010,chemistry,"""for palladium-catalyzed cross couplings in organic synthesis""",JPN,35.0,136.0,Japan
854,Mario,Vargas Llosa,1936,0,Peru,PE,male,2010,literature,"""for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat""",PER,-9.4,-76.0,Peru
855,Xiaobo,Liu,1955,2017,China,CN,male,2010,peace,"""for his long and non-violent struggle for fundamental human rights in China""",CHN,35.84,103.45,People's Republic of China
856,Peter A.,Diamond,1940,0,USA,US,male,2010,economics,"""for their analysis of markets with search frictions""",USA,39.83,-98.58,United States of America
857,Dale T.,Mortensen,1939,2014,USA,US,male,2010,economics,"""for their analysis of markets with search frictions""",USA,39.83,-98.58,United States of America
858,Christopher A.,Pissarides,1948,0,Cyprus,CY,male,2010,economics,"""for their analysis of markets with search frictions""",CYP,35.0,33.0,Cyprus
861,Bruce A.,Beutler,1957,0,USA,US,male,2011,medicine,"""for their discoveries concerning the activation of innate immunity""",USA,39.83,-98.58,United States of America
862,Jules A.,Hoffmann,1941,0,Luxembourg,LU,male,2011,medicine,"""for their discoveries concerning the activation of innate immunity""",LUX,49.77,6.13,Luxembourg
863,Ralph M.,Steinman,1943,2011,Canada,CA,male,2011,medicine,"""for his discovery of the dendritic cell and its role in adaptive immunity""",CAN,56.0,-109.0,Canada
864,Saul,Perlmutter,1959,0,USA,US,male,2011,physics,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",USA,39.83,-98.58,United States of America
865,Brian P.,Schmidt,1967,0,USA,US,male,2011,physics,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",USA,39.83,-98.58,United States of America
866,Adam G.,Riess,1969,0,USA,US,male,2011,physics,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",USA,39.83,-98.58,United States of America
867,Dan,Shechtman,1941,0,British Mandate of Palestine (now Israel),IL,male,2011,chemistry,"""for the discovery of quasicrystals""",ISR,31.0,35.0,Israel
868,Tomas,Tranströmer,1931,2015,Sweden,SE,male,2011,literature,"""because, through his condensed, translucent images, he gives us fresh access to reality""",SWE,61.0,15.0,Sweden
869,Ellen,Johnson Sirleaf,1938,0,Liberia,LR,female,2011,peace,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",LBR,6.53,-9.75,Liberia
870,Leymah,Gbowee,1972,0,Liberia,LR,female,2011,peace,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",LBR,6.53,-9.75,Liberia
871,Tawakkol,Karman,1979,0,Yemen,YE,female,2011,peace,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",YEM,15.5,48.0,Yemen
872,Thomas J.,Sargent,1943,0,USA,US,male,2011,economics,"""for their empirical research on cause and effect in the macroeconomy""",USA,39.83,-98.58,United States of America
873,Christopher A.,Sims,1942,0,USA,US,male,2011,economics,"""for their empirical research on cause and effect in the macroeconomy""",USA,39.83,-98.58,United States of America
874,Sir John B.,Gurdon,1933,0,United Kingdom,GB,male,2012,medicine,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",GBR,54.6,-2.0,United Kingdom
875,Shinya,Yamanaka,1962,0,Japan,JP,male,2012,medicine,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",JPN,35.0,136.0,Japan
876,Serge,Haroche,1944,0,Morocco,MA,male,2012,physics,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",MAR,32.0,-6.0,Morocco
877,David J.,Wineland,1944,0,USA,US,male,2012,physics,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",USA,39.83,-98.58,United States of America
878,Robert J.,Lefkowitz,1943,0,USA,US,male,2012,chemistry,"""for studies of G-protein-coupled receptors""",USA,39.83,-98.58,United States of America
879,Brian,Kobilka,1955,0,USA,US,male,2012,chemistry,"""for studies of G-protein-coupled receptors""",USA,39.83,-98.58,United States of America
880,Mo,Yan,1956,0,China,CN,male,2012,literature,"""who with hallucinatory realism merges folk tales, history and the contemporary""",CHN,35.84,103.45,People's Republic of China
882,Alvin E.,Roth,1951,0,USA,US,male,2012,economics,"""for the theory of stable allocations and the practice of market design""",USA,39.83,-98.58,United States of America
883,Lloyd S.,Shapley,1923,2016,USA,US,male,2012,economics,"""for the theory of stable allocations and the practice of market design""",USA,39.83,-98.58,United States of America
884,James E.,Rothman,1950,0,USA,US,male,2013,medicine,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",USA,39.83,-98.58,United States of America
885,Randy W.,Schekman,1948,0,USA,US,male,2013,medicine,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",USA,39.83,-98.58,United States of America
886,Thomas C.,Südhof,1955,0,Germany,DE,male,2013,medicine,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",DDR,52.05,12.39,German Democratic Republic
887,François,Englert,1932,0,Belgium,BE,male,2013,physics,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",BEL,50.64,4.67,Belgium
888,Peter,Higgs,1929,2024,United Kingdom,GB,male,2013,physics,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",GBR,54.6,-2.0,United Kingdom
889,Martin,Karplus,1930,0,Austria,AT,male,2013,chemistry,"""for the development of multiscale models for complex chemical systems""",AUT,48.0,14.0,Austria
890,Michael,Levitt,1947,0,South Africa,ZA,male,2013,chemistry,"""for the development of multiscale models for complex chemical systems""",ZAF,-29.0,24.0,South Africa
891,Arieh,Warshel,1940,0,British Mandate of Palestine (now Israel),IL,male,2013,chemistry,"""for the development of multiscale models for complex chemical systems""",ISR,31.0,35.0,Israel
892,Alice,Munro,1931,2024,Canada,CA,female,2013,literature,"""master of the contemporary short story""",CAN,56.0,-109.0,Canada
894,Eugene F.,Fama,1939,0,USA,US,male,2013,economics,"""for their empirical analysis of asset prices""",USA,39.83,-98.58,United States of America
895,Lars Peter,Hansen,1952,0,USA,US,male,2013,economics,"""for their empirical analysis of asset prices""",USA,39.83,-98.58,United States of America
896,Robert J.,Shiller,1946,0,USA,US,male,2013,economics,"""for their empirical analysis of asset prices""",USA,39.83,-98.58,United States of America
903,John,O'Keefe,1939,0,USA,US,male,2014,medicine,"""for their discoveries of cells that constitute a positioning system in the brain""",USA,39.83,-98.58,United States of America
904,May-Britt,Moser,1963,0,Norway,NO,female,2014,medicine,"""for their discoveries of cells that constitute a positioning system in the brain""",NOR,65.0,11.0,Norway
905,Edvard I.,Moser,1962,0,Norway,NO,male,2014,medicine,"""for their discoveries of cells that constitute a positioning system in the brain""",NOR,65.0,11.0,Norway
906,Isamu,Akasaki,1929,2021,Japan,JP,male,2014,physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",JPN,35.0,136.0,Japan
907,Hiroshi,Amano,1960,0,Japan,JP,male,2014,physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",JPN,35.0,136.0,Japan
908,Shuji,Nakamura,1954,0,Japan,JP,male,2014,physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",JPN,35.0,136.0,Japan
909,Eric,Betzig,1960,0,USA,US,male,2014,chemistry,"""for the development of super-resolved fluorescence microscopy""",USA,39.83,-98.58,United States of America
910,Stefan W.,Hell,1962,0,Romania,RO,male,2014,chemistry,"""for the development of super-resolved fluorescence microscopy""",ROU,46.0,25.0,Romania
911,William E.,Moerner,1953,0,USA,US,male,2014,chemistry,"""for the development of super-resolved fluorescence microscopy""",USA,39.83,-98.58,United States of America
912,Patrick,Modiano,1945,0,France,FR,male,2014,literature,"""for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation""",FRA,47.0,2.0,France
913,Kailash,Satyarthi,1954,0,India,IN,male,2014,peace,"""for their struggle against the suppression of children and young people and for the right of all children to education""",IND,22.8,83.0,India
914,Malala,Yousafzai,1997,0,Pakistan,PK,female,2014,peace,"""for their struggle against the suppression of children and young people and for the right of all children to education""",PAK,30.0,71.0,Pakistan
915,Jean,Tirole,1953,0,France,FR,male,2014,economics,"""for his analysis of market power and regulation""",FRA,47.0,2.0,France
916,William C.,Campbell,1930,0,Ireland,IE,male,2015,medicine,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",IRL,53.0,-8.0,Republic of Ireland
917,Satoshi,Ōmura,1935,0,Japan,JP,male,2015,medicine,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",JPN,35.0,136.0,Japan
918,Youyou,Tu,1930,0,China,CN,female,2015,medicine,"""for her discoveries concerning a novel therapy against Malaria""",CHN,35.84,103.45,People's Republic of China
919,Takaaki,Kajita,1959,0,Japan,JP,male,2015,physics,"""for the discovery of neutrino oscillations, which shows that neutrinos have mass""",JPN,35.0,136.0,Japan
920,Arthur B.,McDonald,1943,0,Canada,CA,male,2015,physics,"""for the discovery of neutrino oscillations, which shows that neutrinos have mass""",CAN,56.0,-109.0,Canada
921,Tomas,Lindahl,1938,0,Sweden,SE,male,2015,chemistry,"""for mechanistic studies of DNA repair""",SWE,61.0,15.0,Sweden
922,Paul,Modrich,1946,0,USA,US,male,2015,chemistry,"""for mechanistic studies of DNA repair""",USA,39.83,-98.58,United States of America
923,Aziz,Sancar,1946,0,Turkey,TR,male,2015,chemistry,"""for mechanistic studies of DNA repair""",TUR,39.0,36.0,Turkey
924,Svetlana,Alexievich,1948,0,Ukraine,UA,female,2015,literature,"""for her polyphonic writings, a monument to suffering and courage in our time""",UKR,49.0,32.0,Ukraine
926,Angus,Deaton,1945,0,Scotland,GB,male,2015,economics,"""for his analysis of consumption, poverty, and welfare""",GBR,54.6,-2.0,United Kingdom
927,Yoshinori,Ohsumi,1945,0,Japan,JP,male,2016,medicine,"""for his discoveries of mechanisms for autophagy""",JPN,35.0,136.0,Japan
928,David J.,Thouless,1934,2019,United Kingdom,GB,male,2016,physics,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",GBR,54.6,-2.0,United Kingdom
929,F. Duncan M.,Haldane,1951,0,United Kingdom,GB,male,2016,physics,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",GBR,54.6,-2.0,United Kingdom
930,J. Michael,Kosterlitz,1943,0,United Kingdom,GB,male,2016,physics,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",GBR,54.6,-2.0,United Kingdom
931,Jean-Pierre,Sauvage,1944,0,France,FR,male,2016,chemistry,"""for the design and synthesis of molecular machines""",FRA,47.0,2.0,France
932,Sir J. Fraser,Stoddart,1942,0,United Kingdom,GB,male,2016,chemistry,"""for the design and synthesis of molecular machines""",GBR,54.6,-2.0,United Kingdom
933,Bernard L.,Feringa,1951,0,the Netherlands,NL,male,2016,chemistry,"""for the design and synthesis of molecular machines""",NLD,52.32,5.55,Netherlands
934,Juan Manuel,Santos,1951,0,Colombia,CO,male,2016,peace,"""for his resolute efforts to bring the country's more than 50-year-long civil war to an end""",COL,4.0,-73.25,Colombia
935,Oliver,Hart,1948,0,United Kingdom,GB,male,2016,economics,"""for their contributions to contract theory""",GBR,54.6,-2.0,United Kingdom
936,Bengt,Holmström,1949,0,Finland,FI,male,2016,economics,"""for their contributions to contract theory""",FIN,65.0,27.0,Finland
937,Bob,Dylan,1941,0,USA,US,male,2016,literature,"""for having created new poetic expressions within the great American song tradition""",USA,39.83,-98.58,United States of America
938,Jeffrey C.,Hall,1945,0,USA,US,male,2017,medicine,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",USA,39.83,-98.58,United States of America
939,Michael,Rosbash,1944,0,USA,US,male,2017,medicine,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",USA,39.83,-98.58,United States of America
940,Michael W.,Young,1949,0,USA,US,male,2017,medicine,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",USA,39.83,-98.58,United States of America
941,Rainer,Weiss,1932,0,Germany,DE,male,2017,physics,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",DDR,52.05,12.39,German Democratic Republic
942,Barry C.,Barish,1936,0,USA,US,male,2017,physics,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",USA,39.83,-98.58,United States of America
943,Kip S.,Thorne,1940,0,USA,US,male,2017,physics,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",USA,39.83,-98.58,United States of America
944,Jacques,Dubochet,1942,0,Switzerland,CH,male,2017,chemistry,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",CHE,46.8,8.23,Switzerland
